,music_names,labels,chroma_rms_mean,chroma_rms_var,chroma_stft_mean,chroma_stft_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc_mean_1,mfcc_var_1,mfcc_mean_2,mfcc_var_2,mfcc_mean_3,mfcc_var_3,mfcc_mean_4,mfcc_var_4,mfcc_mean_5,mfcc_var_5,mfcc_mean_6,mfcc_var_6,mfcc_mean_7,mfcc_var_7,mfcc_mean_8,mfcc_var_8,mfcc_mean_9,mfcc_var_9,mfcc_mean_10,mfcc_var_10,mfcc_mean_11,mfcc_var_11,mfcc_mean_12,mfcc_var_12,mfcc_mean_13,mfcc_var_13,mfcc_mean_14,mfcc_var_14,mfcc_mean_15,mfcc_var_15,mfcc_mean_16,mfcc_var_16,mfcc_mean_17,mfcc_var_17,mfcc_mean_18,mfcc_var_18,mfcc_mean_19,mfcc_var_19,mfcc_mean_20,mfcc_var_20
617,The Darkest Path - Jeremy Korpas.mp3,Dark,0.1350259,0.0020839293,0.27014124,0.08212221,1606.4017813003222,1721053.3653706184,1728.8458909799915,994568.6703862027,3241.772064114503,7881215.339991635,0.07437899090557276,0.0032374731258875745,-2.429563e-05,0.016022978,-8.051406e-05,0.0023575781,129.19921875,-194.96791,6380.0195,149.83022,4619.6724,-6.5134687,1116.4872,18.74242,296.20966,12.538848,215.74062,-2.7110841,269.71744,-4.2046804,129.7133,3.7194753,133.35074,-5.0545464,120.807556,-7.159966,99.50183,-14.290648,92.65265,-9.199621,84.17084,-5.309244,92.03714,-0.41191688,88.80097,-5.068376,62.985233,-1.1349626,82.62562,1.1418265,58.601757,5.5326147,51.126625,0.53167415,104.43543,4.963285,122.09433
618,Something is Going On - Godmode.mp3,Dark,0.08179579,0.0027643873,0.36238116,0.09857411,1618.425950032794,584559.3285287237,2013.1426960516249,334142.2511020346,3512.378761126161,2885901.3880371777,0.05914590085623065,0.0016409894803660664,2.926396e-06,0.0054213484,-1.0267763e-06,0.002822854,92.28515625,-243.14017,7766.09,105.19291,1072.5217,13.9576645,217.13753,48.054157,169.07019,3.0155406,182.14122,1.4619027,125.51441,-8.5913105,89.56348,7.8119726,98.073204,5.9800396,85.74508,12.697976,72.45629,6.3913274,61.907543,11.753699,72.30071,3.1363926,57.754906,6.686584,35.50097,-1.0913166,43.730877,-1.7913821,55.44761,-5.0896807,57.725464,1.3585936,43.9156,1.27573,42.089607,-0.18907227,41.91496
619,Secret Job - Godmode.mp3,Dark,0.119857624,0.006543,0.40926337,0.104549415,2459.6714188387355,1600744.2253436183,2304.972514661968,270414.41905164847,4882.312143993083,4070227.7119503687,0.10874537417763158,0.009606429618364906,1.768381e-07,0.012247928,-6.2725076e-06,0.0038337274,80.74951171875,-201.58229,15372.972,47.000954,1979.7543,22.571758,327.52863,77.757996,184.43237,18.425276,181.15761,21.12973,107.354065,-5.1658297,80.44819,5.7805004,86.32078,-1.919547,35.61703,-2.777095,187.81247,-8.679245,35.382786,-0.4767235,113.103065,-7.261477,33.088882,0.86007464,27.356155,-7.600821,29.906881,-0.8663086,39.96319,-5.065319,34.23427,-3.3239307,30.421623,-5.5573874,17.90503,0.17917447,48.375538
620,Blacksmith - Godmode.mp3,Dark,0.08949633,0.0012533311,0.42806274,0.09019319,409.9021513405856,10534.75779945032,807.8251802074732,32837.35292438652,573.3131999201819,38481.55266877987,0.019620818619388546,5.9587210978110074e-05,5.272709e-08,0.0064321505,-1.069814e-05,0.0011064719,36.39414612676056,-391.83426,1936.2527,212.69167,1183.0426,103.858154,585.15643,19.730389,1418.3453,-6.090446,464.38766,-0.13821533,215.98825,3.9774194,162.33643,-0.062467877,101.02718,-2.8579495,66.92227,-1.3586662,51.69226,0.6398579,53.070652,1.0942549,51.206837,1.3127574,48.3896,2.4488604,43.929623,3.6760254,48.14002,3.5794327,57.8322,1.8593355,51.904568,-0.23395307,28.265461,-1.571856,11.855006,-1.7993174,11.2321615
621,Journey to the Past - Carmen María and Edu Espinal.mp3,Dark,0.1531575,0.013403819,0.429808,0.08941652,1171.9014434817507,682845.072468264,1705.8269211443376,503612.14240895514,2486.4599647167665,4141729.2627831176,0.03695064580108359,0.0009891255107627676,-8.9174355e-06,0.013439703,0.00031775705,0.01157195,143.5546875,-208.44254,5616.596,134.08388,1600.8756,22.395088,247.68837,33.6117,131.56749,16.766768,126.38296,14.352027,95.92073,9.68842,48.123837,11.409647,56.901123,3.1417627,66.43533,4.26013,71.39274,-0.26002413,60.272,3.6434004,47.332912,-1.7455544,44.36453,3.486358,45.16872,-0.693644,54.46909,-0.048515014,61.843567,3.0064187,52.687584,2.7946541,43.23074,-0.80354136,67.206116,-1.5403323,77.038445
622,Beside Me - Patrick Patrikios.mp3,Dark,0.080180734,0.0012927044,0.41690692,0.07817321,1477.376235139144,256548.7830102047,1544.2690016078336,299792.08847010916,2980.4153111696983,1230405.7386535606,0.07830716065208979,0.0005287375211462035,1.7891396e-06,0.0036262607,-3.4011897e-05,0.001313768,123.046875,-170.1473,7051.963,154.93944,1699.5278,-40.137867,558.46606,25.248823,475.60574,4.1166363,412.4672,6.597119,70.63524,-3.5934024,191.92737,-1.5618302,62.613724,-6.493668,73.51116,-1.8985951,21.718504,-6.9496036,20.73831,0.23918256,18.648056,-0.63223445,28.073036,3.2853172,22.582432,0.19591326,20.873365,3.4231718,17.58828,-0.09825583,19.730076,1.9820861,20.790298,-2.4412463,18.03516,-1.3743441,22.004463
623,Hop Hip - Kwon.mp3,Dark,0.16283725,0.028415456,0.34464598,0.12071345,1993.0930231840266,2692436.777542507,2250.5562117194963,1225957.9449586503,4187.3580129523025,11864241.729173016,0.0554966409878096,0.0037900787212695798,1.106299e-06,0.044074662,0.00012576046,0.007922825,69.83741554054055,-276.51965,9371.095,78.48992,2075.9995,59.75922,2538.8838,22.839073,450.88882,7.276578,308.72534,11.997153,161.35988,3.602546,112.72255,6.6703067,103.14602,-1.7367414,131.6403,-3.6468048,157.56232,-9.706221,129.11876,-5.9393315,96.31436,-2.6743422,57.054157,1.4592673,61.671803,-4.2988076,57.99599,-6.2976394,69.26121,-10.309646,97.653114,-8.175853,101.12543,-7.3091106,51.27515,-0.9119461,48.533115
624,Savior Search - DJ Freedem.mp3,Dark,0.14284706,0.009703633,0.43849808,0.09497144,1453.8716596602071,1273220.4555718435,1568.9173131125353,531355.6771460727,2671.48384590267,5284645.784857745,0.06657593907217492,0.004228007122103699,-5.526594e-06,0.009358259,2.8292934e-06,0.015179831,99.38401442307692,-200.98996,10365.992,138.3513,4320.7705,-5.8220825,1214.9462,2.4423237,428.9975,-6.6537623,187.19214,-1.4719129,314.20526,-10.449434,151.92386,-3.221781,132.46411,-2.95927,87.21433,-0.52860516,92.69692,-5.0490565,80.47242,-7.183141,107.96716,-8.009091,98.41511,-7.619785,87.79734,-14.7514,112.49111,-14.735073,116.8065,-12.647962,69.789024,-6.9394803,62.212704,-7.6592,59.960976,-7.116412,50.951862
625,Bird Food - DJ Freedem.mp3,Dark,0.1434249,0.015745863,0.33620748,0.11981978,1579.8990390395425,1784475.1549153032,1939.793373683502,563106.4430291519,2852.5077512758803,7414179.41821336,0.0374302347378096,0.0017420033376078787,-4.04277e-05,0.028972967,-4.4213293e-06,0.0053847316,69.83741554054055,-300.40836,16026.614,72.344055,3598.02,14.76113,1948.8374,9.855409,657.1855,-1.725863,329.6885,7.839951,240.77237,2.421684,185.23561,4.3137207,232.2264,0.78621405,87.57153,-0.556778,87.33696,-8.902353,91.62469,-5.263784,87.03704,-6.368818,102.773766,-6.910015,130.19417,-11.5873165,82.26617,-9.26433,77.2492,-6.0882416,66.245056,-5.3984656,54.476055,-6.0270276,45.613533,-1.588253,54.5328
626,Basa Basa Beat - Nana Kwabena.mp3,Dark,0.12433521,0.006618197,0.49769145,0.08558957,977.2859908165644,1144473.942595986,1304.3275693216017,900750.3151845976,1959.821482560952,5070913.869680862,0.031921197755417956,0.003452179359449783,1.1424765e-06,0.010044526,-1.8419818e-05,0.0071403827,83.35433467741936,-302.40445,19028.54,108.5175,1422.4348,47.665924,1962.6448,48.662506,151.96205,25.891314,224.91302,24.143358,271.15308,18.59557,143.5276,13.797749,167.8426,10.193824,45.680058,4.9132853,115.24736,-0.739963,68.77335,4.3826857,89.58245,1.4517579,94.559204,5.397478,57.60189,1.9225649,45.64843,1.8927032,52.78829,-1.7231115,60.25307,-2.0659876,71.96621,-5.826552,54.048496,-2.8965662,64.19355
627,Street Rhapsody - DJ Freedem.mp3,Dark,0.17381874,0.018495122,0.29753,0.10115235,1492.483631712857,1613919.9902507155,1564.4806637021957,820009.2493497598,2837.282843338816,6733784.889312943,0.06643081523316563,0.006302151467755143,1.4324773e-05,0.028611345,1.4636854e-06,0.014444268,129.19921875,-225.7485,11662.924,116.19379,3538.2454,23.825005,1145.885,6.079724,699.5507,-16.6417,261.9968,4.692537,357.97055,-7.931766,109.03123,-0.91598314,354.76013,-5.7507186,346.5123,3.6094747,519.85,-5.775876,209.69061,-2.8677926,205.8557,-4.9871945,78.44856,-5.2162275,55.318565,-3.6938262,90.16784,0.9262993,73.68369,0.64166766,79.93347,0.17234504,72.02532,-0.4474357,69.02054,8.202917,111.84131
628,Project - Patrick Patrikios.mp3,Dark,0.08900184,0.011460658,0.3555243,0.091749616,1743.6749214164274,469349.068067913,1411.61414812718,150837.15848228225,3053.4065364684116,1420616.6829402691,0.11358888230456657,0.0029375459304163626,-9.989679e-06,0.008305221,5.524236e-07,0.008637643,83.35433467741936,-247.99533,6031.565,99.85208,1587.8959,-61.16124,937.8497,15.785339,934.58,2.4923081,498.59567,-7.689441,221.85606,-2.2584162,232.78134,2.4537146,113.48621,3.3703387,83.41485,2.7075853,54.751507,-0.049527667,56.874336,-3.877557,32.241936,-4.2264905,28.132837,-3.7985806,30.716845,-9.996009,24.257849,-13.676295,51.096478,-9.469479,39.730423,-1.2678486,39.129837,10.826216,32.91114,9.26052,52.009903
629,Cold Water - Patrick Patrikios.mp3,Dark,0.09158228,0.0012472791,0.34041032,0.07870523,1788.9725707001644,1759599.2219736571,1926.147742868298,1070325.4860078215,3926.1929255151895,7999986.290340028,0.07270666541698917,0.003172970206808887,8.90351e-06,0.0071561495,-2.5212406e-05,0.00082229514,123.046875,-196.16443,7377.484,133.58405,3834.7466,12.286399,1080.3755,33.883556,270.0826,24.0108,370.59912,6.224312,142.38553,-6.3867016,155.14728,-0.9046757,68.986176,-3.5829542,84.06966,2.5948446,42.381348,-6.427544,64.39914,-1.2164187,36.108974,1.4871348,52.520645,0.079655364,34.45682,-1.9165517,35.891953,2.6872666,26.35657,-4.420045,26.708778,-0.7019905,22.060526,-1.6631627,50.187305,-4.263762,34.04514
630,Dark Side - Patrick Patrikios.mp3,Dark,0.25570887,0.012757409,0.54181015,0.07543412,3259.915704536961,691604.6231627715,3065.2563116605575,60198.435129268975,7191.248182172746,1095498.23429016,0.11936397965847523,0.006154798254263424,6.8049815e-07,0.040288128,-4.0658073e-05,0.021273987,129.19921875,-26.208773,1004.5443,58.28525,518.42224,7.575628,662.0803,0.7673935,195.50922,1.2688612,137.87445,15.91181,82.41007,-0.20723288,104.60491,11.102061,78.791214,1.8980186,72.1521,10.159606,71.5737,3.0149221,54.05089,7.4034905,35.289585,-0.93543494,34.131916,1.7893218,47.774185,-1.8895386,40.920948,2.1073675,43.182796,-3.4637265,35.89059,5.674386,40.08854,3.3514273,47.57609,9.766122,51.21441
631,Nightmares Inn - RKVC.mp3,Dark,0.27426198,0.0063707284,0.48891118,0.0769928,1723.3903148413583,408713.043333271,2358.3271484840234,232402.54592019148,4200.591266265964,2458998.588953986,0.04558513629547214,0.000732701828553832,-9.02104e-06,0.04891324,-0.0003414804,0.0076248515,184.5703125,-87.11959,3714.7302,99.51564,765.22156,18.84177,297.5329,52.017784,150.0107,10.667994,59.52773,18.524176,77.466,9.701098,46.185577,13.294979,46.45249,5.8219995,36.988262,8.73062,39.416977,0.53997403,30.019646,5.320184,33.462383,-0.08462654,32.088966,1.0888829,25.91742,-4.7916775,26.67361,5.1603904,31.8264,-1.956484,34.017174,2.6095557,36.807407,-1.9630324,49.496464,1.3454092,31.472511
632,Devious Little Smile - Godmode.mp3,Dark,0.088726595,0.012921106,0.4336487,0.0960014,1467.3674110432692,1912023.6960139724,1775.4146256014926,773149.6174359021,2941.9488771042957,7141281.483923505,0.06459144615905572,0.00540498615397858,-3.3575294e-08,0.016701847,6.514284e-06,0.002941251,129.19921875,-353.28702,8988.703,80.41655,2315.339,47.96371,1033.255,31.101559,436.99365,19.745924,255.66924,13.74,150.44969,10.7613735,108.99647,7.9035835,54.0739,1.1567388,45.130222,3.1896088,22.839973,-2.5962093,21.345034,-3.7415857,42.700714,-1.8610643,32.275936,-1.6687137,16.292957,-6.767782,22.9372,-1.3377924,22.670635,-1.409291,31.380775,-2.0576532,30.425026,-2.820532,19.320532,0.26919177,33.554695
633,Outta Time - RKVC.mp3,Dark,0.11488506,0.0041677835,0.3377429,0.08698984,2123.6856442337867,696690.9782090017,2253.963078317556,231865.63064259873,4498.464465067483,2655211.77648432,0.09170957394059598,0.0033406402486980532,2.9535754e-06,0.01008144,2.953222e-05,0.0037605197,123.046875,-157.67957,4712.89,84.644,1292.0712,-16.10596,360.17532,42.98807,249.32805,13.491172,95.53121,24.714905,74.90488,7.189128,54.651726,14.004038,55.55205,11.387995,42.471592,8.520054,35.793705,-4.0180545,38.300087,-1.3397068,58.989033,0.26692262,65.24905,10.881655,115.869545,9.077066,122.80432,4.231928,80.50153,-1.2919093,52.019833,4.9786763,50.93254,-2.1845653,54.03466,-3.9326813,77.208664
634,Dangerous Toys - SefChol.mp3,Dark,0.10481192,0.0050659385,0.3999636,0.103393726,1305.504479646458,345646.9887573095,1872.6852617643783,170006.88776319977,2789.3914662647544,1986109.7190015442,0.034444614091524765,0.00038750265011269444,5.62609e-06,0.013382927,2.919209e-05,0.0010013694,112.34714673913044,-235.35773,3621.4744,119.26421,614.943,1.579456,193.5876,35.56453,177.45721,11.206506,126.152855,16.918354,82.91338,13.296723,92.57289,-0.97568506,67.24299,1.8075697,71.31838,8.848013,60.980095,-6.09001,42.32175,7.1934834,45.75066,-2.6641092,43.54657,3.6290283,50.528866,8.474162,65.769325,5.5227695,49.423058,2.1775637,49.292057,2.765742,42.010952,-7.407982,74.604195,0.75131935,70.02086
635,That One Bar Scene - RKVC.mp3,Dark,0.18907532,0.008425874,0.4550301,0.09666728,1910.193051486863,480217.2791389055,2280.779534517015,245242.9890049037,4358.140313588428,2019245.3691696238,0.04661612023510062,0.0008032081707999098,1.3220853e-06,0.020797385,-8.479331e-05,0.01212061,92.28515625,-127.12338,3469.285,91.647675,951.4255,-7.666106,339.43985,50.677628,147.44272,20.221624,82.43797,28.038694,71.81421,6.2782288,49.905193,2.4814367,56.531624,7.800536,43.453846,12.338954,34.396156,-3.1640754,45.152225,8.361867,26.332207,-2.7242522,27.081467,-5.37906,37.58654,0.37706473,34.116276,2.2812731,23.350828,-3.2355952,26.322641,4.534798,27.290607,-8.289939,32.221912,-0.7379873,32.935852
636,The Colonel - Zachariah Hickman.mp3,Dark,0.28651384,0.0033664003,0.41269606,0.08961024,1232.9056696509863,158845.7135595469,1550.397461158679,110987.28634282351,2442.510230474797,635103.418862585,0.054318265649187306,0.0012050402423664504,1.8897459e-05,0.07756586,0.000117400465,0.0021860723,143.5546875,-111.75705,2841.3367,138.0686,606.9898,-24.484627,189.27878,47.72218,128.95949,7.7695236,122.52061,11.717154,49.718422,-1.4494386,72.5599,10.663331,51.66771,7.476756,52.244873,7.400525,38.383087,4.358011,60.21592,12.639524,39.052715,2.0055745,43.60705,-5.7992387,61.068836,-2.6855824,56.14661,8.036144,91.491005,5.109552,110.615776,0.006159543,77.73774,-0.97621804,47.53552,3.5533338,64.592514
637,Sloppy Clav - Godmode.mp3,Dark,0.11366855,0.0041341134,0.3157804,0.090909764,823.4963071715608,179666.72111758203,1048.8677733363584,308908.32092409313,1497.4326118965266,1009270.0632243311,0.04047443401702786,0.00037832245917537307,-3.3733327e-06,0.011552425,-5.232565e-06,0.002534042,89.10290948275862,-252.1248,6561.1426,178.42615,1911.793,5.6096215,445.85583,2.7795289,309.46964,17.130484,181.46776,3.9710488,118.367935,-9.467687,79.617,-8.771838,76.99943,1.3482757,41.903584,6.239669,110.182,-3.687017,51.904697,-8.977168,104.54055,-4.446154,34.074127,-3.1010058,68.44675,-14.499682,78.98614,-13.885437,87.82718,-8.984374,42.389668,-2.5968368,54.936108,-1.9681166,41.439728,-5.54317,61.098087
638,Argonne - Zachariah Hickman.mp3,Dark,0.07311529,0.00078393874,0.2656258,0.08483482,1214.3402056543887,180886.16237256158,1577.4311766825329,79184.19989403326,2398.618829213429,1042678.8817554439,0.06736202653347523,0.0013664445380066072,-8.0366704e-07,0.005939239,-6.821508e-07,2.3987986e-05,129.19921875,-248.02661,3590.5232,141.61586,1142.7041,-11.255013,186.5988,36.305504,167.00143,10.613644,228.75522,9.369597,60.414993,-1.3781481,74.63355,1.0939566,42.3805,-1.9712214,45.5746,-2.1782832,68.42875,-1.708916,104.89885,3.1764574,50.363167,-2.6865897,59.132996,-5.926636,49.514206,-4.239476,53.821396,-0.3945961,119.50496,-5.755217,61.393505,-1.3803625,55.234768,-12.004199,110.223404,-8.667322,126.17601
639,Patterns Of Sadness - Jeremy Korpas.mp3,Dark,0.230413,0.0008931972,0.5938359,0.052141525,2033.9420973269266,211907.05011020607,2499.4718018930444,56601.30007183381,4839.795734417327,1109607.5480999078,0.06316552885545666,0.0006219703626241455,0.00016488098,0.030390011,0.0055523245,0.005765626,99.38401442307692,-40.921852,1078.3793,100.00161,303.19516,3.6788754,69.26999,28.165844,86.88542,3.2394962,55.325054,19.057158,46.541153,0.8064068,25.60924,17.816565,28.29026,6.096462,34.449272,17.85783,27.357609,6.549816,39.485233,10.647317,39.45577,-1.6513749,25.286568,7.3712254,18.027798,0.60871625,21.906677,7.9765987,20.674532,-3.1844387,19.923937,3.4672825,23.231369,-3.4586468,23.471981,2.7701144,21.59061
640,The Sewars - Jeremy Korpas.mp3,Dark,0.21049306,0.00080355845,0.48864993,0.06618998,2278.539397369131,584879.4620373265,2601.39337827636,128296.12448230422,5265.518160132063,2380184.7087770356,0.08987662961977554,0.0022844598650638656,-6.3212706e-06,0.025180195,-0.0013281956,0.005942842,83.35433467741936,-44.754833,1804.6058,95.8477,924.5413,27.584486,158.28183,32.34276,131.59984,-8.941996,62.36327,16.461084,30.164154,1.9120703,50.68705,17.47229,45.142456,3.2606103,46.79457,9.781372,26.579142,-9.470853,25.764355,-2.6718707,27.51126,-3.7501845,23.35721,1.0636455,22.510788,-4.6090956,17.161411,3.5723472,16.43883,-2.5072987,19.049866,6.179724,20.402796,-0.082750775,24.641153,6.4707575,26.616945
641,Ten Inch Spikes - Jeremy Korpas.mp3,Dark,0.17444454,0.0024557263,0.42374858,0.073817596,1758.0203882205565,370100.0971940737,2158.526061207906,279841.5405870404,3841.0851068171924,2772249.8249427956,0.07132836687306501,0.0010522846888615567,-8.769343e-06,0.018938456,-2.5381048e-06,0.003941632,172.265625,-77.67058,4217.3296,123.393936,1552.1968,2.4528291,575.1788,28.862326,128.2699,7.5968437,79.40702,8.709178,89.618835,-5.7584815,52.121166,12.341624,51.01153,-3.8863196,31.882977,6.668203,49.478165,1.501086,39.585873,5.008422,50.44292,-4.9418154,47.84017,5.3084383,38.796894,-1.4070596,34.117878,3.356685,40.27114,-1.6853855,36.934204,3.6909928,39.202915,-3.8195064,37.256824,0.13439865,39.227654
642,Kurt - Cheel.mp3,Dark,0.29675102,0.022148719,0.36365277,0.10797664,1426.6744484090495,938026.0723506899,1927.7306674968404,802601.0607992858,3139.889346852022,6540368.03310333,0.0366834516495743,0.0006550852964571341,-0.0007001628,0.080646746,0.0007293578,0.018205445,161.4990234375,-158.78345,6787.3755,127.73276,2206.0369,17.284773,881.6711,4.8692017,474.22495,21.230108,298.2917,14.523182,148.45525,-8.528231,240.03836,-0.42387497,162.4333,-14.615464,177.5148,-3.341437,152.50012,-3.7362292,153.18446,-5.5110984,145.41068,-11.617926,115.85969,-6.0196853,157.79457,-1.3359776,122.21002,-6.353212,138.03377,-3.058973,99.38955,3.5171022,105.09383,-0.4483495,103.67733,-6.8220387,120.40761
643,19th Floor - Bobby Richards.mp3,Dark,0.14286323,0.0016682117,0.4885737,0.06685161,1899.5347358305742,1337505.4808416683,2308.092880555458,812117.5792515355,4341.382081589832,7563453.870145745,0.07332948855940402,0.0033813695972025595,4.34687e-05,0.013416712,0.0008155657,0.0035617256,161.4990234375,-186.5402,9095.206,96.00336,2992.1907,41.311386,383.58688,36.309505,238.95338,4.091559,248.76595,29.00861,161.08577,8.991727,82.27156,29.223787,63.615253,12.610485,160.4702,25.279762,53.438618,12.72773,52.69345,11.24689,37.185276,-4.093727,59.643124,-6.920091,107.14503,-5.329718,60.157906,0.09260248,31.732458,-6.0403266,34.359337,-1.912019,38.232132,3.3569736,31.88764,8.176968,38.26263
644,Backwoods BBQ - Chris Haugen.mp3,Dark,0.11381245,0.0010207711,0.35856858,0.08398095,1327.3867654807545,161967.03823213585,1516.4320888127727,71879.84404953357,2525.501395305244,892354.6772407381,0.04833946582333591,0.00024506495818744987,-2.6986533e-09,0.008457773,-1.4497288e-05,0.0018876056,107.666015625,-145.82849,5823.0386,158.83665,727.8796,-33.84877,489.6592,26.216343,107.22579,-19.221209,95.85232,10.857531,42.513054,-11.665813,62.161922,5.3386297,35.96604,-8.117017,33.02385,0.4728731,31.843079,-6.242325,26.73421,-0.41968006,22.761349,-6.2603664,26.266895,-1.5926374,22.943392,-6.94558,25.957756,-1.439272,24.820808,-5.360367,23.65483,-0.52941054,29.595648,-5.6836386,23.696863,-3.7060935,21.80103
645,Duh Fuse - French Fuse.mp3,Dark,0.065384425,0.0009613613,0.47498375,0.076059505,3271.624415827448,703933.9008221237,2713.321886712464,136684.15933134418,6599.618426343605,1775595.11602636,0.17699250495839783,0.006429468979454237,2.218516e-05,0.0017250885,9.061657e-05,0.0019571662,129.19921875,-134.58998,7912.749,55.56064,1314.9895,-19.716248,570.858,0.3141801,105.85127,-6.7451625,220.92151,11.879593,131.76279,-10.89649,63.726097,-1.78851,92.57462,-17.649235,118.107666,-5.5717025,67.97245,-5.3240385,74.032616,-0.38057795,56.80949,-8.3396635,58.36645,-0.33493528,44.2957,-2.4385414,53.008423,-0.78748006,50.58841,-9.715533,52.60679,2.0821495,49.44334,-9.20793,47.332672,-4.7794223,56.05543
646,Anomalous Hedges - The Mini Vandals.mp3,Dark,0.14092661,0.0024480533,0.28694686,0.08694959,596.3969849548384,49355.55041418249,999.2877071933585,84781.418728345,941.3859742344717,377107.2406738713,0.024486246492840556,4.470362455333507e-05,-1.466777e-06,0.01913277,-0.00012570442,0.00063122466,86.1328125,-273.4161,1830.4309,171.56982,401.69843,10.86997,227.7927,35.43385,266.8331,21.541012,124.83843,7.0784197,95.43903,1.2404842,57.836246,-7.594817,72.43621,-6.8339086,77.27055,-9.448386,54.545387,-12.828371,52.217983,-8.131541,84.32515,-17.101305,47.66672,-18.221302,48.030907,-13.025043,47.13524,-18.504673,41.176785,-12.447574,44.650753,-5.387356,46.607452,-11.957914,41.29401,-13.91397,59.198845
647,Intellect - Yung Logos.mp3,Dark,0.28841797,0.006225433,0.42445725,0.08558734,1100.632646406817,1488456.6369399303,1255.0624302276624,1004717.6763288616,2149.578668458543,6192719.854144661,0.045656942361648606,0.0025464154179388344,-0.00040132567,0.05797718,-0.0016329363,0.010771756,86.1328125,-175.81323,11522.751,173.05527,5321.0215,50.74042,907.6885,20.837902,600.6652,5.57111,281.6661,25.0223,121.479454,4.1256204,96.31,7.887932,129.13075,5.8529234,52.877968,10.292184,25.979132,-1.7717931,37.104107,-0.46880782,40.39825,0.824501,31.109716,-2.48861,29.334435,-6.0164986,40.326553,-1.4122044,35.33032,-3.7510827,30.352167,-0.20860702,30.950531,-3.6713881,36.686077,-1.6397115,37.794357
648,Metro - Yung Logos.mp3,Dark,0.1864459,0.011918101,0.46442884,0.08394641,909.3008908195952,1123557.6577293342,1411.4803550590925,1135333.8130074588,1978.0797054893092,7864647.70980107,0.018262928115325077,0.000248204206179226,3.7535503e-06,0.0370893,1.5018714e-05,0.0044494485,151.99908088235293,-284.19128,6425.568,132.29115,2213.1943,72.12683,1192.0049,36.250286,203.32324,20.460043,98.47861,18.036547,110.64699,10.53249,99.66006,18.704319,165.95041,6.7618427,70.673386,12.979283,147.02895,8.546411,60.28564,8.888878,131.49393,0.44081706,104.14158,-0.6155405,95.14501,-1.6608893,69.439415,2.8592603,64.05853,4.552933,82.91979,6.594568,61.182434,3.4457738,24.066002,1.8783917,44.636078
649,Blue Mood - Robert Munzinger.mp3,Dark,0.17536356,0.0018485478,0.38281366,0.1017971,1400.7534483205475,615412.826074042,2298.1981494521583,312850.4730522778,3162.0558794806984,5454000.406375878,0.02386758054373065,0.000649940422068965,-1.3844829e-06,0.02672897,-0.00050021306,0.002259948,64.599609375,-205.18353,4561.433,102.6458,987.8214,52.99197,321.24576,47.987907,171.4261,16.12681,61.198246,18.013943,41.26114,4.772934,41.71348,8.6287,43.713146,-0.44231233,29.31195,9.024532,40.46316,-0.14639424,30.407194,7.5368443,30.296288,1.088136,32.700306,5.0806427,28.922522,-2.2214167,22.82281,0.7895821,31.009228,-4.7383976,22.30121,-0.53613496,28.335478,-5.961424,30.082367,-0.67368877,25.46825
650,Escapism - Yung Logos.mp3,Dark,0.103610754,0.005416633,0.38478062,0.11808968,1447.0859633107289,561605.6224184163,1940.9382753882307,287367.6674502635,3053.0482053018577,3599799.4748785044,0.04762405064821981,0.0013473195375576822,9.757321e-09,0.0026563061,-8.351943e-05,0.011296149,123.046875,-238.30067,2920.158,122.97407,1152.8817,5.3664756,579.0364,34.163815,258.40295,4.712964,212.01843,9.251163,113.92448,1.3997276,147.17249,3.7009563,138.95013,-7.335552,138.42554,3.805983,54.93838,-4.8098,85.162834,3.2828448,57.263214,1.3655447,64.91469,3.010648,60.78784,6.367451,88.07449,5.899656,77.42117,1.2691858,50.755775,-0.2623954,41.709057,-6.727296,35.634468,0.40633285,32.46564
651,Born a Rockstar (Instrumental) - NEFFEX.mp3,Dark,0.26569685,0.0337545,0.424731,0.09727034,989.1882020179133,771309.6685706045,1155.842827302817,506995.9704290024,1773.047611956995,4048798.112781527,0.050632724821013934,0.0030458123797289616,4.176832e-05,0.08626442,0.0005976424,0.0030913062,112.34714673913044,-239.13177,3304.8413,134.88286,2918.1829,13.895598,2544.2966,46.446064,580.8957,23.474337,280.40408,9.459161,200.18356,7.2513514,143.18503,4.0951447,130.59663,-0.48665446,73.63515,3.84203,45.20601,3.3103576,45.290802,3.9536998,39.89573,13.16019,72.654884,3.043556,54.959038,-1.939832,46.768635,-4.083924,38.035587,-3.7662501,39.283596,10.319893,61.304386,-0.009755811,45.265175,-8.481422,71.71602
